CID,Gender,Limit,AverageTransactionValue,MDP,Unpaid Daily Principle ,Unpaid Interest ,TotalDuetoReset,DayDelay,Card Status
14013819,Woman,400,43.2242857142857,60,360.44,3.62,364.06,0,Active
14013821,Man,600,337.725,90,525.71,0,525.71,0,Active
14013824,Man,400,296.093333333333,60,392.5,0.21,392.71,0,Active
14013825,Man,500,92.4125,75,0,0,0,0,Active
14013837,Woman,300,142.95,45,298.5,3.15,301.65,0,Active
14013840,Woman,500,49.34875,75,495.2,5.81,501.01,0,Active
14013846,Man,300,15.3739285714286,45,299.83,3.63,303.46,0,Active
14013858,Man,400,22.575,60,340.45,0,340.45,0,Active
14013859,Man,400,400,60,400,1.98,401.98,0,Active
14013861,Man,300,66.4355555555556,0,0,0,0,0,Active
14013863,Woman,400,63.1927272727273,60,100.34,0.05,100.39,0,Active
14013864,Woman,300,26.7936363636364,0,0,0,0,0,Active
14013869,Woman,400,0,0,0,0,0,0,Active
14013872,Man,300,110.84,45,295.02,0.16,295.18,0,Active
14013873,Woman,500,125.26,75,303.76,0,303.76,0,Active
14013876,Man,600,115.488,90,493.52,0,493.52,0,Active
14013878,Man,300,4.67950819672131,0,0,0,0,0,Active
14013884,Man,400,44.3611111111111,60,399.25,4.97,404.22,0,Active
14013898,Woman,500,452.5,75,452.5,7.94,571,28,Blocked by The company
14013900,Woman,400,302.5,60,302.5,3.52,306.02,0,Active
14013901,Man,400,130.966666666667,60,392.9,6.09,398.99,0,Active
14013903,Man,300,22.934,45,299.95,4.8,335.13,0,Active
14013904,Man,300,58.25,45,14,0,14,0,Active
14013909,Man,400,34.2707142857143,60,385.18,2.02,387.2,0,Active
14013917,Man,300,28.1195454545455,45,299.44,3.53,302.97,0,Active
14013920,Woman,700,107.044,105,427.02,0.04,427.06,0,Active
14013921,Man,400,43.4863636363636,60,316.1,3.34,324.66,0,Active
14013923,Man,300,23.40625,45,299.97,3.72,303.69,0,Active
14013925,Man,600,297.925,90,595.85,9.5,605.35,0,Active
14013931,Man,300,28.8877777777778,45,259.99,0.3,260.29,0,Active
14013932,Woman,400,30.5069230769231,60,389.95,5.46,395.41,0,Active
14013933,Woman,300,148.75,45,297.5,5.76,394.45,28,Blocked by The company
14013934,Man,500,0,0,0,0,0,0,Active
14013940,Man,400,33.8557142857143,0,41.09,0.02,41.11,0,Active
14013941,Man,300,24.0625,45,192.5,3.47,269.72,28,Blocked by The company
14013942,Man,300,0,0,0,0,0,0,Active
14013951,Man,600,265.2,0,592.7,0.32,593.02,0,Active
14013953,Man,300,74.42,45,297.68,4.79,302.47,0,Active
14013958,Woman,400,131.666666666667,60,318.75,3.81,322.56,0,Active
14013966,Man,400,202.6,60,392.47,4.78,397.25,0,Active
14013969,Woman,400,47.36,60,284.16,1.75,285.91,0,Active
14013970,Woman,600,76.58,90,382.9,6.16,389.06,0,Active
14013971,Woman,300,291.8,0,0,0,0,0,Active
14013975,Man,300,43.1641666666667,45,300,1.44,301.44,0,Active
14013976,Man,400,24.62125,0.21,0.21,0,0.21,0,Active
14013977,Man,500,0,0,0,0,0,0,Active
14013979,Man,400,0,0,0,0,0,0,Active
14013980,Woman,300,0,0,0,0,0,0,Active
14013989,Man,300,195.113333333333,45,300,1.12,301.12,0,Active
14013994,Man,300,94.9866666666667,45,91.2,0.42,91.62,0,Active
14013995,Man,300,59.8,45,299,3.04,302.04,0,Active
14014005,Man,300,38.9714285714286,45,299.6,3.4,303,0,Active
14014006,Man,300,96.55,45,289.65,4,293.65,0,Active
14014010,Woman,300,9.4451724137931,45,298.91,2.1,301.01,0,Active
14014016,Woman,300,42.55,45,297.85,3.84,301.69,0,Active
14014031,Woman,400,55.15,55.93,55.15,0.78,55.93,0,Active
14014033,Man,400,79.9,60,399.5,5.42,404.92,0,Active
14014035,Woman,300,24.99,25.22,24.99,0.23,25.22,0,Active
14014039,Man,400,127.196666666667,60,0,0,0,0,Active
14014040,Man,300,28.6733333333333,0,0,0,-0.06,0,Active
14014041,Man,300,10.7360714285714,0.13,0.13,0,0.13,0,Active
14014049,Woman,500,28.0107142857143,75,392.15,3.92,396.07,0,Active
14014055,Woman,300,26.9981818181818,45,255.39,0,255.39,0,Active
14014056,Man,600,59.031,90,590.31,3.46,593.77,0,Active
14014058,Woman,400,23.7357142857143,60,70.28,0.03,70.31,0,Active
14014061,Woman,400,38.2327272727273,60,398.56,2.59,401.15,0,Active
14014063,Man,300,143.35,45,286.7,3.15,289.85,0,Active
14014064,Woman,600,19.8,19.89,19.8,0.09,19.89,0,Active
14013474,Woman,400,292.142857142857,60,399.67,0.1,399.77,0,Active
14013479,Man,400,27.2134482758621,0,0,0,0,0,Active
14013480,Man,300,99.4866666666667,45,298.46,8.97,398.74,28,Blocked by Customer
14013487,Woman,400,35.7633333333333,60,397.96,5.37,404.57,0,Active
14013490,Man,400,361.8,60,340.21,4.68,344.89,0,Active
14013492,Man,400,23.6965,60,302.94,0.16,303.1,0,Active
14013500,Woman,300,13.3069047619048,45,134.57,0.07,134.64,0,Active
14013501,Woman,400,92.7,60,394.6,7.18,561.95,56,Blocked by The company
14013502,Man,300,17.645,45,69.56,0.79,70.35,0,Active
14013505,Woman,300,73.81625,0,0,0,0,0,Active
14013508,Man,400,79.4,60,396.51,4.99,401.5,0,Active
14013511,Woman,400,19.7445,60,394.89,9.48,506.52,28,Blocked by The company
14013516,Man,600,0,0,0,0,0,0,Active
14013517,Man,300,54.2684,45,211.41,0.12,211.53,0,Active
14013520,Man,300,25.6109090909091,45,259.22,2.96,262.18,0,Active
14013526,Man,700,12.9977777777778,105,164.59,1.62,166.21,0,Active
14013527,Woman,300,37.4775,45,299.82,9.5,407.6,28,Blocked by The company
14013529,Man,500,29.4068181818182,75,310.64,4.02,314.66,0,Active
14013536,Man,300,60.6535714285714,45,296.03,4.45,300.48,0,Active
14013539,Woman,600,30.514,90,590.87,9.34,664.08,0,Active
14013541,Woman,300,300,45,300,9.45,400.95,28,Blocked by The company
14013542,Man,300,87.1175,0,54.94,0.03,54.97,0,Active
14013547,Woman,300,34.69,0,0,0,-39.99,0,Active
14013548,Man,600,0,0,0,0,0,0,Active
14013549,Woman,300,68.276,45,297.11,9.38,379.65,0,Active
14013550,Man,300,186.9,45,294.53,3.2,297.73,0,Active
14013562,Man,300,87.4057142857143,45,300,3.9,303.9,0,Active
14013569,Man,400,0,0,0,0,0,0,Active
14013576,Woman,400,132.285,60,397.79,2.4,400.19,0,Active
14013586,Woman,500,121.42,75,498.41,8.09,559.52,0,Active
14013588,Man,300,148.5,45,297,5.44,437.4,56,Blocked by The company
14013591,Woman,400,28.4728571428571,60,394.55,5.46,400.01,0,Active
14013608,Woman,300,21.2724137931034,45,0,0,0,0,Active
14013616,Man,300,99.6966666666667,45,299.09,4.16,303.25,0,Active
14013618,Man,500,2.3,0,0,0,0,0,Active
14013625,Woman,300,33.1472727272727,45,292.76,4.86,329.91,0,Active
14013630,Man,300,300,45,203.52,3.41,232.37,0,Blocked by Customer
14013631,Man,400,37.765,60,393.98,0.61,394.59,0,Active
14013633,Woman,400,20.2497222222222,60,149.71,0.08,149.79,0,Active
14013642,Man,300,77.39,12.28,10.66,0.29,12.28,0,Active
14013646,Man,300,36.1333333333333,0,0,0,0,0,Active
14013649,Woman,300,74.7725,45,249.01,0.13,249.14,0,Active
14013652,Man,300,33.3333333333333,45,300,6.15,306.15,0,Active
14013653,Man,400,163.86,60,104.13,1.84,118.99,0,Active
14013657,Woman,400,44.33,60,398.97,10.87,513.71,28,Blocked by The company
14013658,Woman,300,0,0,0,0,0,0,Active
14013660,Man,300,16.6405555555556,45,299.53,7.95,398.92,28,Blocked by The company
14013661,Woman,500,172.4225,75,497.97,0.27,498.24,0,Active
14013672,Woman,300,37.1247058823529,45,299.8,3.81,303.61,0,Active
14013689,Woman,600,327.5,90,535.75,0.58,536.33,0,Active
14013702,Woman,300,0,0,291.95,1.76,293.71,0,Active
14013707,Man,400,220.1125,60,382.5,4.62,387.12,0,Active
14013712,Woman,300,27.2091666666667,45,0,0,0,0,Active
14013714,Man,300,62.554,45,255.67,4.33,291.96,0,Active
14013728,Man,700,0,0,64.16,0,64.16,0,Active
14013741,Man,500,21.4235714285714,75,485.57,0,485.57,0,Active
14013742,Woman,300,102.01,45,300,3.36,303.36,0,Active
14013743,Man,400,106.1625,60,335.44,5.59,382.96,0,Active
14013750,Man,400,0,0,0,0,0,0,Active
14013751,Man,300,99.9333333333333,45,299.8,7.5,398.78,28,Blocked by The company
14013759,Man,400,306,60,399.58,0.66,400.24,0,Active
14013769,Man,300,21.3039285714286,45,298.58,2.35,300.93,0,Active
14013785,Woman,500,114.2575,75,457.03,5.8,462.83,0,Active
14013786,Woman,300,36.0175,0,0,0,0,0,Active
14013789,Woman,300,52.2515384615385,45,202.83,0.25,203.08,0,Active
14013794,Woman,400,175.075,60,350.15,1.62,351.77,0,Active
14013797,Man,300,41.44,41.72,0,0,0,0,Active
14013805,Man,400,31.8338461538462,60,393.84,2.63,396.47,0,Active
14013813,Woman,600,0,0,0,0,0,0,Blocked by Customer
14013820,Man,400,68.9630434782609,60,392.53,1.68,394.21,0,Active
14013826,Man,300,57.2266666666667,45,299.96,4.94,335.71,0,Active
14013831,Man,300,74.8,45,299.2,6.41,397.01,28,Blocked by The company
14013833,Man,300,72.9425,0,0,0,0,0,Active
14013835,Woman,500,163.563333333333,0,0,0,-30.07,0,Active
14013842,Man,400,160,60,320,0.36,320.36,0,Active
14014070,Woman,600,55.3771428571429,90,99,0.05,99.05,0,Active
14014081,Man,300,21.83,0,0,0,0,0,Active
14014083,Man,500,197.445,75,381.86,0.21,382.07,0,Active
14014094,Man,400,146.933333333333,60,398.1,3.99,402.09,0,Active
14014098,Woman,500,48.1716666666667,75,289.03,2.29,291.32,0,Active
14014101,Woman,300,28.9590909090909,45,284.79,1.57,286.36,0,Active
14014106,Man,500,83.225,75,499.35,5.79,505.14,0,Active
14014111,Woman,400,695.8,60,392.9,3.99,396.89,0,Active
14014112,Woman,500,33.7485,75,106.27,0,106.27,0,Active
14014114,Man,300,31.9633333333333,45,287.67,2.41,290.08,0,Active
14014119,Man,400,129.426666666667,60,388.28,3.15,391.43,0,Active
14014121,Woman,400,10.45,60,394.86,1.56,396.42,0,Active
14014123,Man,400,128.4,0.28,0,0,0,0,Active
14014134,Man,400,302.95,60,245.99,0,245.99,0,Active
14014142,Man,500,136.583333333333,1.07,102.9,0.06,102.96,0,Active
14014145,Woman,400,14.0592,0.21,0.21,0,0.21,0,Active
14014146,Woman,500,71.2342857142857,75,498.64,1.92,500.56,0,Active
14014152,Woman,600,187.013333333333,90,561.04,2.52,563.56,0,Active
14014154,Woman,400,202.5,60,202.5,1.65,204.15,0,Active
14014155,Man,400,0,0,0,0,0,0,Active
14014158,Man,500,21.8,0,0,0,0,0,Active
14014166,Man,400,99.9,60,399.6,3.82,403.42,0,Active
14014171,Woman,400,12.2,12.3,0,0,0,0,Active
14014172,Man,400,128.67,0,252.5,0.14,252.64,0,Active
14014173,Man,300,0,0,0,0,0,0,Active
14014186,Man,400,36.2881818181818,60,342.41,0.18,342.59,0,Active
14014188,Man,600,24.25,0,0,0,-0.04,0,Active
14014190,Woman,500,241.25,75,482.5,2.69,485.19,0,Active
14014197,Man,300,53.5,45,296.9,2.23,299.13,0,Active
14014198,Man,300,42.7957142857143,45,299.57,2.49,302.06,0,Active
14014205,Woman,300,0,0,0,0,0,0,Active
14014212,Woman,600,0,0,0,0,0,0,Active
14014213,Man,600,0,0,0,0,0,0,Active
14014217,Man,400,62.85625,60,399.9,3.13,403.03,0,Active
14014218,Man,300,16.2854054054054,45,178.92,0.11,179.03,0,Active
14014219,Man,500,79.375,75,317.5,2.58,320.08,0,Active
14014224,Woman,400,81.8,0,0,0,0,0,Active
14014232,Man,400,0,0,0,0,0,0,Active
14014240,Woman,300,49.2775,45,211.64,0.23,211.87,0,Active
14014242,Man,400,230,0,393.39,0.21,393.6,0,Active
14014243,Man,300,300,0,300,0.16,300.16,0,Active
14014244,Man,300,9.48838709677419,45,186.14,0,186.14,0,Active
14014254,Man,400,28.4064285714286,60,339.53,0,339.53,0,Active
14014258,Man,600,46,46.16,46,0.16,46.16,0,Active
14014260,Man,300,42.5,45,297.5,1.74,299.24,0,Active
14014267,Man,300,28.1477777777778,45,253.33,1.28,254.61,0,Active
14014268,Woman,400,0,0,0,0,0,0,Active
14014272,Woman,300,40.67,40.69,40.67,0.02,40.69,0,Active
14014275,Man,300,99.9733333333333,45,299.92,1.28,301.2,0,Active
14014286,Man,500,16.2882608695652,75,300.27,0.09,300.36,0,Active
14014288,Man,300,137.8,45,275.6,0.75,276.35,0,Active
14014290,Woman,300,0,0,0,0,0,0,Active
14014297,Man,400,15.33,60,398.87,1.76,400.63,0,Active
14014302,Woman,300,49.605,45,99.21,0.33,99.54,0,Active
14014315,Woman,300,99.54,45,298.62,1.41,300.03,0,Active
14014319,Man,400,198.675,0,0,0,0,0,Active
14014321,Man,400,42.5377777777778,60,382.84,0.78,383.62,0,Active
14014332,Man,400,14.55,60,116.4,0.09,116.49,0,Active
14014334,Man,400,12.18,0,12.18,0.01,12.19,0,Active
14014348,Woman,300,0,0,0,0,0,0,Active
14014358,Woman,600,61.9283333333333,90,371.57,0.32,371.89,0,Active
14014359,Man,600,55.875,90,21.99,0,21.99,0,Active
14014364,Man,400,197.925,60,395.85,0.74,396.59,0,Active
14014367,Man,400,33.58,60,167.9,0.37,168.27,0,Active
14014377,Man,400,0,0,0,0,0,0,Active
14014380,Woman,400,0,0,0,0,0,0,Active
14014381,Woman,400,0,0,0,0,0,0,Active
14014382,Man,400,12.5,0,0,0,0,0,Active
14014388,Man,300,76.45,0,76.45,0.04,76.49,0,Active
14014392,Woman,600,0,0,0,0,0,0,Active
14014412,Man,400,12.3,0,12.3,0.01,12.31,0,Active
14014414,Man,500,0,0,0,0,0,0,Active
14014419,Man,300,0,0,0,0,0,0,Active
14014422,Woman,300,21.6,21.63,21.6,0.03,21.63,0,Active
14014426,Woman,300,80.29,0,80.29,0.04,80.33,0,Active
14013845,Woman,500,24.11,75,144.65,0.64,145.29,0,Active
14013848,Man,300,79.08,45,284.09,0,284.09,0,Active
14013854,Woman,300,148.875,45,297.75,6.4,395.37,28,Blocked by The company
14013862,Man,400,65.8333333333333,60,196.14,1.1,197.24,0,Blocked by Customer
14013871,Woman,300,19.9526666666667,0,0,0,0,0,Active
14013882,Man,300,0,0,0,0,0,0,Active
14013888,Woman,300,41.8257142857143,45,292.78,4.43,297.21,0,Active
14013895,Man,400,123.29,60,397.75,3.15,400.9,0,Active
14013899,Woman,300,48.2157142857143,45,293.22,4.56,329.43,0,Active
14013906,Woman,400,99.782,60,396.49,2.92,399.41,0,Active
14013912,Man,600,47.9375,90,561.19,6.22,567.41,0,Active
14013915,Woman,300,15.247619047619,45,299.87,4.87,335.47,0,Active
14013919,Woman,500,0,0,492.9,8.37,501.27,0,Active
14013938,Woman,300,19.9625,40.61,40.57,0.04,40.61,0,Active
14013939,Woman,400,16.3115384615385,60,399.4,5.75,405.15,0,Active
14013944,Man,300,62.0477777777778,45,0.14,0,0.14,0,Active
14013948,Man,600,115.972,0,0,0,0,0,Active
14013950,Woman,400,13.2723529411765,60,192.93,0.51,193.44,0,Active
14013959,Woman,400,62.35,60,374.1,5.5,379.6,0,Active
14013962,Woman,400,60.94,60,78.76,0.52,79.28,0,Active
14013968,Man,300,147.5,45,295,2.88,297.88,0,Active
14013973,Woman,400,27.465,60,164.79,2.13,166.92,0,Active
14013983,Woman,300,13.9955,0,0,0,0,0,Active
14013984,Man,500,56.6825,75,0,0,0,0,Active
14013985,Man,600,0,0,0,0,0,0,Active
14013990,Man,600,0,0,0,0,0,0,Active
14013991,Woman,400,0,0,0,0,0,0,Active
14013992,Man,500,201.8,75,403.6,1.14,404.74,0,Active
14013998,Man,300,52.6,0,173.67,0.09,173.76,0,Active
14014002,Man,400,38.3214285714286,60,297.61,0,297.61,0,Active
14014008,Man,400,11.0245454545455,0,0,0,-0.01,0,Active
14014009,Man,300,30.273,0,0,0,-47.34,0,Active
14014020,Man,300,4.74,45,299.54,4,303.54,0,Active
14014024,Man,300,99.9066666666667,45,299.72,3.55,303.27,0,Active
14014029,Man,300,96.2333333333333,0.58,0,0,-2.42,0,Active
14014030,Man,600,37.0992307692308,90,597.99,6.58,604.57,0,Active
14014036,Woman,400,16.9553333333333,60,49.87,0.01,49.88,0,Active
14014038,Woman,300,73.2085714285714,45,0,0,0,0,Active
14014044,Woman,400,85.53,60,394.91,5.74,400.65,0,Active
14014045,Man,500,249.1,75,498.2,5.94,504.14,0,Active
14014047,Man,300,44.605,45,89.21,0.66,89.87,0,Active
14014048,Woman,500,0,0,0,0,0,0,Active
14014057,Man,300,4.99,0,0,0,0,0,Active
14014071,Man,300,40.2745454545455,0,0,0,-1.36,0,Active
14014074,Man,400,0,0,0,0,0,0,Active
14014076,Woman,500,41.514,15.01,43.2,0.03,43.23,0,Active
14014077,Man,300,59.878,45,299.39,3.68,303.07,0,Active
14014079,Man,400,25.0775,60,396.46,2.72,399.18,0,Active
14014082,Woman,300,11,11.02,11,0.02,11.02,0,Active
14014087,Man,300,22.2366666666667,45,57.95,0.03,57.98,0,Active
14014089,Woman,300,17.5847058823529,45,298.94,3.53,302.47,0,Active
14014093,Woman,300,102.9,0,0,0,0,0,Active
14014102,Woman,300,74.96,45,299.84,3.5,303.34,0,Active
14014107,Man,400,30.6969230769231,60,399.06,2.44,401.5,0,Active
14014109,Woman,300,59.768,45,298.84,3.67,302.51,0,Active
14014110,Woman,400,132.85,60,398.55,3.62,402.17,0,Active
14014113,Man,400,0,0,0,0,0,0,Active
14014115,Man,400,0,0,0,0,0,0,Active
14014124,Woman,500,55.4055555555556,75,429.16,0,429.16,0,Active
14014131,Man,300,11.9824,45,299.56,2.27,301.83,0,Active
14014141,Man,300,142.7,45,285.4,2.52,287.92,0,Active
14014147,Man,300,17.0638888888889,0,0,0,0,0,Active
14014150,Man,300,26.7073333333333,45,298.81,2.68,301.49,0,Active
14014153,Woman,400,29.325,60,293.25,2.24,295.49,0,Active
14014169,Woman,400,43.4011111111111,60,390.61,3.24,393.85,0,Active
14014176,Woman,300,99.0266666666667,45,297.08,3.04,300.12,0,Active
14014178,Woman,300,49.5133333333333,45,297.08,2.44,299.52,0,Active
14014180,Man,300,44.912,45,211.06,1.14,212.2,0,Active
14014183,Man,500,83.1133333333333,75,498.68,2.89,501.57,0,Active
14014184,Woman,400,15.5535,60,323.28,1.2,324.48,0,Active
14014195,Woman,400,42,42.12,42,0.12,42.12,0,Active
14014200,Woman,500,15.22,0,15.22,0.01,15.23,0,Active
14014207,Man,300,0,0,0,0,0,0,Active
14014209,Woman,300,59.892,45,299.46,1.21,300.67,0,Active
14014214,Man,300,57.6666666666667,45,173,0.18,173.18,0,Active
14014085,Man,400,548.1,60,395.4,5.46,400.86,0,Active
14014088,Man,400,200,60,400,5.05,405.05,0,Active
14014090,Man,400,56.3642857142857,60,360.19,0.39,360.58,0,Active
14014095,Man,400,92.5,60,185,1.3,186.3,0,Active
14014097,Man,300,27.0166666666667,45,243.15,0.68,243.83,0,Active
14014116,Woman,400,28.5342857142857,60,399.48,4.66,404.14,0,Active
14014117,Man,500,405.6,75,405.6,4.18,409.78,0,Active
14014120,Man,400,392.5,60,392.5,3.57,396.07,0,Active
14014148,Man,400,136.033333333333,60,327.9,0,327.9,0,Active
14014149,Man,400,196.25,60,392.5,2.28,394.78,0,Active
14014157,Man,400,103.65,60,207.3,1.65,208.95,0,Active
14014161,Man,500,15.5,47.01,46.5,0.51,47.01,0,Active
14014174,Woman,600,134.91,0,0,0,0,0,Active
14014177,Woman,400,0,0,0,0,0,0,Active
14014179,Woman,400,98.59,60,394.36,2.97,397.33,0,Active
14014189,Man,300,300,45,300,3.04,303.04,0,Active
14014192,Man,500,156.25,75,312.5,0.26,312.76,0,Active
14014199,Woman,400,263.993333333333,60,392.7,0.21,392.91,0,Active
14014201,Man,500,25.9635294117647,75,441.38,2.66,444.04,0,Active
14014202,Woman,400,24.1157142857143,60,347.96,1.6,349.56,0,Active
14014208,Man,400,142.9625,0,173.95,0.09,174.04,0,Active
14014211,Man,400,12.9135294117647,60,194.03,1.29,195.32,0,Active
14014215,Man,600,219.333333333333,90,303,0.16,303.16,0,Active
14014216,Man,400,0,0,0,0,0,0,Active
14014222,Woman,400,36.1159090909091,60,396.76,0.51,397.27,0,Active
14014223,Woman,300,26.53,45,291.83,0.99,292.82,0,Active
14014226,Woman,600,33.0970588235294,90,562.65,2.21,564.86,0,Active
14014229,Man,400,99.825,60,399.3,3.3,402.6,0,Active
14014230,Man,300,40.202,45,201.01,0.98,201.99,0,Active
14014231,Man,300,67,45,28,0.02,28.02,0,Active
14014239,Man,400,197.15,60,394.3,1.11,395.41,0,Active
14014245,Woman,300,47.0075,45,188.03,0.49,188.52,0,Active
14014246,Woman,400,26.6593333333333,60,399.89,1.55,401.44,0,Active
14014249,Man,400,188.75,60,377.5,1.64,379.14,0,Active
14014257,Man,500,0,0,0,0,0,0,Active
14014263,Man,600,49.909,90,101.48,0,101.48,0,Active
14014264,Woman,300,9.89151515151515,45,287.35,0.02,287.37,0,Active
14014271,Man,300,292.95,45,292.95,0.8,293.75,0,Active
14014273,Man,300,0,0,0,0,0,0,Active
14014276,Man,500,65.595,75,393.57,1.92,395.49,0,Active
14014278,Man,300,95.5266666666667,45,286.58,0.57,287.15,0,Active
14014279,Man,300,94.4,0,0,0,0,0,Active
14014282,Man,400,0,0,0,0,0,0,Active
14014287,Man,400,198.22,60,397.05,0.21,397.26,0,Active
14014291,Man,400,392.9,60,392.9,1.68,394.58,0,Active
14014298,Woman,400,87.5,0,0,0,-0.91,0,Active
14014310,Woman,300,252.95,45,252.95,0.28,253.23,0,Active
14014316,Man,300,81.375,45,162.75,0.6,163.35,0,Active
14014318,Woman,300,180.9,45,258.12,0.14,258.26,0,Active
14014320,Woman,400,23.7681818181818,60,261.45,0.82,262.27,0,Active
14014330,Woman,400,23.0673333333333,0,37.1,0.02,37.12,0,Active
14014331,Woman,400,355.8,0,355.8,0.19,355.99,0,Active
14014333,Man,300,0,0,0,0,0,0,Active
14014335,Woman,300,29.3723076923077,25.19,57.55,0.03,57.58,0,Active
14014344,Man,300,0,0,0,0,0,0,Active
14014347,Woman,300,39.7528571428571,45,0,0,0,0,Active
14014352,Woman,300,0,0,0,0,0,0,Active
14014353,Woman,400,0,0,0,0,0,0,Active
14014360,Man,300,10.91,15.73,6.1,0,6.1,0,Active
14014361,Man,300,29.5366666666667,45,22.67,0.01,22.68,0,Active
14014363,Woman,300,30.755,45,123.02,0.18,123.2,0,Active
14014366,Man,400,212.6,0,382.7,0.21,382.91,0,Active
14014391,Man,300,107.95,45,215.9,0.28,216.18,0,Active
14014393,Man,300,150,45,300,0.17,300.17,0,Active
14014406,Man,400,13.535,20.17,81.21,0.05,81.26,0,Active
14014421,Woman,400,60.4833333333333,60,181.45,0.26,181.71,0,Active
14014440,Man,400,200,60,400,0.22,400.22,0,Active
14014441,Woman,300,100,0,100,0.05,100.05,0,Active
14014233,Man,400,29.815,60,119.26,0.07,119.33,0,Active
14014235,Woman,300,60.934,45,281.72,1.71,283.43,0,Active
14014236,Man,300,37.7006666666667,45,272.53,0.82,273.35,0,Active
14014248,Woman,500,70.1275,75,280.51,1.33,281.84,0,Active
14014252,Man,300,99.5833333333333,45,298.75,1.37,300.12,0,Active
14014255,Woman,300,201.25,45,300,1.76,301.76,0,Active
14014261,Man,500,0,0,0,0,0,0,Active
14014265,Woman,300,49.85,45,262.8,1.24,264.04,0,Active
14014266,Man,400,30.3529411764706,60,394.52,0.97,395.49,0,Blocked by Customer
14014269,Man,300,148.4,45,296.8,1.6,298.4,0,Active
14014274,Man,600,49.2828571428571,90,344.98,1.85,346.83,0,Active
14014289,Woman,500,250,75,500,0.32,500.32,0,Active
14014292,Man,300,0,0,0,0,0,0,Active
14014296,Man,300,0,0,0,0,0,0,Active
14014300,Woman,300,37.3825,45,299.06,0.69,299.75,0,Active
14014304,Man,400,54.71,60,218.84,0.75,219.59,0,Active
14014307,Woman,600,298.13,90,596.26,3.09,599.35,0,Active
14014311,Man,300,0,0,0,0,0,0,Active
14014322,Woman,300,27.2281818181818,45,255.45,0,255.45,0,Active
14014323,Man,400,36.936,60,399.36,1.72,401.08,0,Active
14014325,Woman,500,18.8,37.78,37.6,0.18,37.78,0,Active
14014326,Woman,400,0,0,0,0,0,0,Active
14014339,Woman,300,54.276,0.01,249.58,0.13,249.71,0,Active
14014341,Man,300,22.95,22.96,22.95,0.01,22.96,0,Active
14014342,Man,300,45,0,0,0,0,0,Active
14014354,Woman,500,0,0,0,0,0,0,Active
14014357,Man,400,129.616666666667,60,329.27,0.08,329.35,0,Active
14014369,Man,300,0,0,0,0,0,0,Active
14014375,Man,400,0,0,0,0,0,0,Active
14014383,Man,300,74.5375,45,298.15,0.16,298.31,0,Active
14014384,Woman,600,202.9,90,202.9,0.11,203.01,0,Active
14014390,Woman,300,0,0,0,0,0,0,Active
14014395,Man,300,31.0333333333333,45,168.9,0.15,169.05,0,Active
14014398,Man,600,0,0,0,0,0,0,Active
14014400,Man,300,42.6142857142857,45,298.3,0.25,298.55,0,Active
14014402,Man,300,0,0,0,0,0,0,Active
14014416,Man,300,21.472,45,299.13,0.42,299.55,0,Active
14014417,Man,300,300,45,300,0.16,300.16,0,Active
14014452,Man,500,0,0,0,0,0,0,Active
14014438,Man,400,0,0,0,0,0,0,Active
14014446,Woman,400,169.225,0,338.45,0.18,338.63,0,Active
14014455,Man,300,13.7494117647059,45,233.74,0.13,233.87,0,Active
14013121,Man,400,139.766666666667,60,396.8,9.81,510.21,28,Blocked by The company
14013125,Woman,400,54.3025,60,358.45,0,358.45,0,Active
14013130,Man,500,135.7375,75,445.63,7.44,562.77,28,Blocked by The company
14013135,Man,300,56.47,45,298.14,9.17,430.66,28,Blocked by The company
14013140,Woman,400,39.9486956521739,60,385.25,0,385.25,0,Active
14013142,Woman,500,70.3280952380952,75,499.26,4.92,504.18,0,Active
14013143,Woman,400,37.6257142857143,60,399.33,5.1,404.43,0,Active
14013145,Woman,300,114.064,45,274.55,3.7,278.25,0,Active
14013146,Man,400,34.9561538461539,60,399.57,6.63,406.2,0,Active
14013152,Man,600,71.7225,90,581.17,9.57,660.78,0,Active
14013153,Man,400,25.2765384615385,60,398.52,5.91,436.52,0,Active
14013156,Man,300,104.133333333333,45,299.9,8.5,444.08,56,Blocked by The company
14013157,Man,400,75.9,60,133.95,2.18,152.87,0,Active
14013159,Woman,300,30.122,45,295.1,4.84,331.72,0,Active
14013163,Man,500,0,0,0,0,0,0,Active
14013167,Man,400,133.008333333333,60,382.7,3.57,386.27,0,Active
14013172,Man,300,124.185,45,249.05,0.13,249.18,0,Active
14013177,Woman,300,98.9173333333333,45,290.98,0.16,291.14,0,Active
14013187,Woman,300,21.435,45,298.68,3.9,329.11,0,Active
14013188,Man,500,145.75,75,499.98,8.36,569.09,0,Active
14013195,Man,300,4.281,45,298.72,9.06,333.67,0,Active
14013200,Man,300,11.0803703703704,45,299.17,16.66,436.37,56,Blocked by The company
14013201,Man,300,195.833333333333,0,0,0,-0.98,0,Active
14013215,Man,600,499,90,376.9,6.22,430.23,0,Active
14013217,Man,300,9.27188235294118,45,63.57,0.04,63.61,0,Active
14013221,Woman,300,47.5566666666667,45,285.33,11.52,423.19,28,Blocked by The company
14013222,Woman,400,24.2271428571429,60,305.56,0.01,305.57,0,Active
14013230,Man,300,143.06,0,0,0,0,0,Blocked by The company
14013231,Man,300,88.5366666666667,0,0,0,0,0,Active
